ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
-1.605000000000018758e+02,-7.092865514230597057e+01,8.000000833749444951e+01
-1.620000000000018474e+02,-7.108535295620089300e+01,8.000000819347313552e+01
-1.635000000000018758e+02,-7.123934398237418009e+01,8.000000805193961639e+01
-1.650000000000018474e+02,-7.139067497769875104e+01,8.000000791285096113e+01
-1.665000000000018474e+02,-7.153939189137237520e+01,8.000000777616492087e+01
-1.680000000000018758e+02,-7.168553987886934920e+01,8.000000764183997148e+01
-1.695000000000018758e+02,-7.182916331565141377e+01,8.000000750983534203e+01
-1.710000000000018474e+02,-7.197030581064136356e+01,8.000000738011095791e+01
-1.725000000000018758e+02,-7.210901021946447997e+01,8.000000725262739820e+01
-1.740000000000018758e+02,-7.224531865746060078e+01,8.000000712734600938e+01
-1.755000000000018474e+02,-7.237927251247214144e+01,8.000000700422872058e+01
-1.770000000000018758e+02,-7.251091245741054081e+01,8.000000688323814302e+01
-1.785000000000018758e+02,-7.264027846260611909e+01,8.000000676433755586e+01
1.799999999999981526e+02,-7.276740980794420466e+01,8.000000664749084933e+01
1.784999999999981242e+02,-7.289234509479210544e+01,8.000000653266253892e+01
1.769999999999981242e+02,-7.301512225771972453e+01,8.000000641981777960e+01
1.754999999999981526e+02,-7.313577857601741528e+01,8.000000630892226638e+01
1.739999999999981242e+02,-7.325435068501577973e+01,8.000000619994237638e+01
1.724999999999981242e+02,-7.337087458720907307e+01,8.000000609284495567e+01
1.709999999999981526e+02,-7.348538566318671883e+01,8.000000598759754666e+01
1.694999999999981242e+02,-7.359791868237637402e+01,8.000000588416820335e+01
1.679999999999981242e+02,-7.370850781360071835e+01,8.000000578252546291e+01
1.664999999999981526e+02,-7.381718663545248660e+01,8.000000568263848777e+01
1.649999999999981242e+02,-7.392398814649006056e+01,8.000000558447695198e+01
1.634999999999981242e+02,-7.402894477525681793e+01,8.000000548801108380e+01
1.619999999999981526e+02,-7.413208839012767726e+01,8.000000539321152360e+01
1.604999999999981242e+02,-7.423345030898531149e+01,8.000000530004956545e+01
1.589999999999981526e+02,-7.433306130872934148e+01,8.000000520849685870e+01
1.574999999999981526e+02,-7.443095163462133712e+01,8.000000511852563534e+01
1.559999999999981242e+02,-7.452715100946812754e+01,8.000000503010856789e+01
1.544999999999981526e+02,-7.462168864264668855e+01,8.000000494321881206e+01
1.529999999999981526e+02,-7.471459323897323657e+01,8.000000485782997828e+01
1.514999999999981242e+02,-7.480589300741888792e+01,8.000000477391616016e+01
1.499999999999981526e+02,-7.489561566967481099e+01,8.000000469145184923e+01
1.484999999999981526e+02,-7.498378846856942914e+01,8.000000461041203437e+01
1.469999999999981242e+02,-7.507043817634044558e+01,8.000000453077205975e+01
1.454999999999981242e+02,-7.515559110276367960e+01,8.000000445250782377e+01
1.439999999999981526e+02,-7.523927310314157069e+01,8.000000437559549482e+01
1.424999999999981242e+02,-7.532150958615386571e+01,8.000000430001172447e+01
1.409999999999981242e+02,-7.540232552157229406e+01,8.000000422573360481e+01
1.394999999999981526e+02,-7.548174544784249917e+01,8.000000415273855481e+01
1.379999999999981242e+02,-7.555979347953461911e+01,8.000000408100443394e+01
1.364999999999981242e+02,-7.563649331466532999e+01,8.000000401050944276e+01
1.349999999999981242e+02,-7.571186824189317122e+01,8.000000394123217973e+01
1.334999999999980957e+02,-7.578594114759012257e+01,8.000000387315161277e+01
1.319999999999981242e+02,-7.585873452279035689e+01,8.000000380624705087e+01
1.304999999999981242e+02,-7.593027047001947949e+01,8.000000374049815832e+01
1.289999999999980957e+02,-7.600057071000541953e+01,8.000000367588506833e+01
1.274999999999981242e+02,-7.606965658827382981e+01,8.000000361238807045e+01
1.259999999999981100e+02,-7.613754908162901813e+01,8.000000354998792318e+01
1.244999999999981100e+02,-7.620426880452342289e+01,8.000000348866565503e+01
1.229999999999980957e+02,-7.626983601531678403e+01,8.000000342840269241e+01
1.214999999999980957e+02,-7.633427062242724048e+01,8.000000336918071753e+01
1.199999999999981100e+02,-7.639759219037627247e+01,8.000000331098171102e+01
1.184999999999981242e+02,-7.645981994572912299e+01,8.000000325378800881e+01
1.169999999999981100e+02,-7.652097278293256011e+01,8.000000319758225942e+01
1.154999999999981100e+02,-7.658106927005184161e+01,8.000000314234742405e+01
1.139999999999981242e+02,-7.664012765440888586e+01,8.000000308806670546e+01
1.124999999999981242e+02,-7.669816586812243031e+01,8.000000303472366170e+01
1.109999999999981384e+02,-7.675520153355300579e+01,8.000000298230206397e+01
1.094999999999981384e+02,-7.681125196865359328e+01,8.000000293078598190e+01
1.079999999999981384e+02,-7.686633419222820862e+01,8.000000288015979777e+01
1.064999999999981526e+02,-7.692046492909885558e+01,8.000000283040809279e+01
1.049999999999981526e+02,-7.697366061518427216e+01,8.000000278151578925e+01
1.034999999999981526e+02,-7.702593740249021437e+01,8.000000273346809365e+01
1.019999999999981526e+02,-7.707731116401369320e+01,8.000000268625034039e+01
1.004999999999981668e+02,-7.712779749856258604e+01,8.000000263984823334e+01
9.899999999999816680e+01,-7.717741173549207190e+01,8.000000259424767535e+01
9.749999999999816680e+01,-7.722616893935901317e+01,8.000000254943483924e+01
9.599999999999818101e+01,-7.727408391449604608e+01,8.000000250539605418e+01
9.449999999999818101e+01,-7.732117120950690037e+01,8.000000246211801880e+01
9.299999999999818101e+01,-7.736744512168351662e+01,8.000000241958754543e+01
9.149999999999819522e+01,-7.741291970134750500e+01,8.000000237779174483e+01
8.999999999999819522e+01,-7.745760875611598806e+01,8.000000233671791250e+01
8.849999999999819522e+01,-7.750152585509432868e+01,8.000000229635361393e+01
8.700833333333154940e+01,-7.754468433299599894e+01,8.000000225668655673e+01
8.553050925925749937e+01,-7.758709729419165058e+01,8.000000221770471853e+01
8.406935185185011505e+01,-7.762877761668760002e+01,8.000000217939623326e+01
8.262486111110939646e+01,-7.766973795603668407e+01,8.000000214174950486e+01
8.119703703703532938e+01,-7.770999074918033500e+01,8.000000210475309359e+01
7.978587962962795643e+01,-7.774954821822507256e+01,8.000000206839573025e+01
7.839138888888722079e+01,-7.778842237415365446e+01,8.000000203266640142e+01
7.701356481481317928e+01,-7.782662502047183750e+01,8.000000199755425001e+01
7.565240740740578929e+01,-7.786416775679242619e+01,8.000000196304864630e+01
7.430791666666507922e+01,-7.790106198235734780e+01,8.000000192913908847e+01
7.298009259259102066e+01,-7.793731889949863501e+01,8.000000189581527366e+01
7.166893518518362782e+01,-7.797294951704004973e+01,8.000000186306706951e+01
7.037444444444291491e+01,-7.800796465363968935e+01,8.000000183088458527e+01
6.909662037036885351e+01,-7.804237494107474049e+01,8.000000179925801547e+01
6.783546296296147204e+01,-7.807619082746992945e+01,8.000000176817773934e+01
6.659097222222075629e+01,-7.810942258046968334e+01,8.000000173763433509e+01
6.536314814814670626e+01,-7.814208029035579273e+01,8.000000170761855145e+01
6.415199074073930774e+01,-7.817417387311122923e+01,8.000000167812126506e+01
6.295749999999858915e+01,-7.820571307343089984e+01,8.000000164913349465e+01
6.177967592592454338e+01,-7.823670746768051742e+01,8.000000162064645792e+01
6.061851851851716333e+01,-7.826716646680426948e+01,8.000000159265151467e+01
5.947402777777644189e+01,-7.829709931918226573e+01,8.000000156514018101e+01
5.834620370370238618e+01,-7.832651511343883044e+01,8.000000153810404413e+01
5.723504629629501039e+01,-7.835542278120186666e+01,8.000000151153490435e+01
5.614055555555427901e+01,-7.838383109981498365e+01,8.000000148542474676e+01
5.506273148148022756e+01,-7.841174869500254374e+01,8.000000145976559907e+01
5.400157407407284182e+01,-7.843918404348870865e+01,8.000000143454971635e+01
5.295708333333213602e+01,-7.846614547557119579e+01,8.000000140976936791e+01
5.192925925925807462e+01,-7.849264117765081039e+01,8.000000138541710726e+01
5.091810185185069315e+01,-7.851867919471690982e+01,8.000000136148550212e+01
4.992361111110998451e+01,-7.854426743279033474e+01,8.000000133796730495e+01
4.894578703703592026e+01,-7.856941366132376459e+01,8.000000131485536770e+01
4.798462962962853595e+01,-7.859412551556093263e+01,8.000000129214264177e+01
4.704013888888782446e+01,-7.861841049885485688e+01,8.000000126982226334e+01
4.611231481481375738e+01,-7.864227598494598226e+01,8.000000124788743960e+01
4.520115740740636312e+01,-7.866572922020152703e+01,8.000000122633151989e+01
4.430666666666564879e+01,-7.868877732581522366e+01,8.000000120514795299e+01
4.342884259259160729e+01,-7.871142729996982723e+01,8.000000118433032981e+01
4.256768518518421018e+01,-7.873368601996193661e+01,8.000000116387229809e+01
4.172319444444349301e+01,-7.875556024429025115e+01,8.000000114376761928e+01
4.089537037036944866e+01,-7.877705661470747600e+01,8.000000112401026797e+01
4.008421296296204872e+01,-7.879818165823725451e+01,8.000000110459419034e+01
3.928972222222132871e+01,-7.881894178915581506e+01,8.000000108551350309e+01
3.851189814814728152e+01,-7.883934331093952608e+01,8.000000106676242240e+01
3.775074074073990715e+01,-7.885939241817899870e+01,8.000000104833526393e+01
3.700624999999917719e+01,-7.887909519845987916e+01,8.000000103022640019e+01
3.627842592592512716e+01,-7.889845763421121205e+01,8.000000101243035999e+01
3.556726851851774995e+01,-7.891748560452205652e+01,8.000000099494168637e+01
3.487277777777702426e+01,-7.893618488692642643e+01,8.000000097775513552e+01
3.419495370370296428e+01,-7.895456115915746409e+01,8.000000096086547785e+01
3.353379629629558423e+01,-7.897262000087178535e+01,8.000000094426756903e+01
3.288930555555487700e+01,-7.899036689534312927e+01,8.000000092795634998e+01
3.226148148148082129e+01,-7.900780723112762871e+01,8.000000091192691798e+01
3.165032407407343840e+01,-7.902494630369996287e+01,8.000000089617437027e+01
3.105583333333272833e+01,-7.904178931706098865e+01,8.000000088069391779e+01
3.047800925925866622e+01,-7.905834138531794508e+01,8.000000086548089939e+01
2.991685185185128049e+01,-7.907460753423750077e+01,8.000000085053066812e+01
2.937236111111056758e+01,-7.909059270277145970e+01,8.000000083583863386e+01
2.884453703703650262e+01,-7.910630174455647534e+01,8.000000082140039126e+01
2.833240689300358994e+01,-7.912173942938785842e+01,8.000000080721156337e+01
2.783358453646496855e+01,-7.913691044466770563e+01,8.000000079326785851e+01
2.734640527356997808e+01,-7.915181939682834411e+01,8.000000077956499922e+01
2.686969462456460178e+01,-7.916647081273079323e+01,8.000000076609885014e+01
2.640261144398009563e+01,-7.918086914103955110e+01,8.000000075286529011e+01
2.594454148223496759e+01,-7.919501875357289578e+01,8.000000073986034010e+01
2.549502516617025805e+01,-7.920892394663083280e+01,8.000000072708004950e+01
2.505370859342616185e+01,-7.922258894229933901e+01,8.000000071452052453e+01
2.462031027496660940e+01,-7.923601788973219584e+01,8.000000070217794246e+01
2.419459856113265062e+01,-7.924921486641113688e+01,8.000000069004858005e+01
2.377637631545928798e+01,-7.926218387938374121e+01,8.000000067812871407e+01
2.336547050548005799e+01,-7.927492886647993942e+01,8.000000066641476337e+01
2.296172512935234167e+01,-7.928745369750814120e+01,8.000000065490314682e+01
2.256499640565968079e+01,-7.929976217542964889e+01,8.000000064359039698e+01
2.217514949872201413e+01,-7.931185803751382934e+01,8.000000063247306059e+01
2.179205628577068055e+01,-7.932374495647263757e+01,8.000000062154776970e+01
2.141559383110440251e+01,-7.933542654157592722e+01,8.000000061081118474e+01
2.104564334004296100e+01,-7.934690633974707907e+01,8.000000060026009407e+01
2.068208943855732329e+01,-7.935818783664041121e+01,8.000000058989122920e+01
2.032481967401936274e+01,-7.936927445769904921e+01,8.000000057970149214e+01
1.997372416613838197e+01,-7.938016956919540235e+01,8.000000056968778495e+01
1.962869535996141934e+01,-7.939087647925295244e+01,8.000000055984705227e+01
1.928962784828810229e+01,-7.940139843885103232e+01,8.000000055017628142e+01
1.895641824134873232e+01,-7.941173864281172712e+01,8.000000054067257338e+01
1.862896506871498303e+01,-7.942190023076987870e+01,8.000000053133304334e+01
1.830716870324407708e+01,-7.943188628812657726e+01,8.000000052215483493e+01
1.799093130013433139e+01,-7.944169984698591236e+01,8.000000051313517702e+01
1.768015674639377011e+01,-7.945134388707556639e+01,8.000000050427131271e+01
1.737475061753119476e+01,-7.946082133665154856e+01,8.000000049556055615e+01
1.707462013930318534e+01,-7.947013507338749605e+01,8.000000048700027833e+01
1.677967415304394905e+01,-7.947928792524818675e+01,8.000000047858789287e+01
1.648982308357643234e+01,-7.948828267134840075e+01,8.000000047032079920e+01
1.620497890902265326e+01,-7.949712204279653349e+01,8.000000046219648198e+01
1.592505513204779177e+01,-7.950580872352428230e+01,8.000000045421252537e+01
1.564996675221984468e+01,-7.951434535110091417e+01,8.000000044636648511e+01
1.537963023926666395e+01,-7.952273451753482902e+01,8.000000043865595956e+01
1.511396350707972402e+01,-7.953097877006001681e+01,8.000000043107864656e+01
1.485288588836021972e+01,-7.953908061190978174e+01,8.000000042363222974e+01
1.459631810983409750e+01,-7.954704250307678137e+01,8.000000041631442116e+01
1.434418226798427121e+01,-7.955486686105996341e+01,8.000000040912300392e+01
1.409640180526225528e+01,-7.956255606159839999e+01,8.000000040205586060e+01
1.385290148675167998e+01,-7.957011243939288647e+01,8.000000039511074590e+01
1.361360737726267089e+01,-7.957753828881484992e+01,8.000000038828564186e+01
1.337844681884076969e+01,-7.958483586460273784e+01,8.000000038157843107e+01
1.314734840867704690e+01,-7.959200738254683927e+01,8.000000037498705296e+01
1.292024197740857083e+01,-7.959905502016211187e+01,8.000000036850956064e+01
1.269705856779953734e+01,-7.960598091734918569e+01,8.000000036214397880e+01
1.247773041379463521e+01,-7.961278717704416863e+01,8.000000035588830372e+01
1.226219091993695365e+01,-7.961947586585722547e+01,8.000000034974073060e+01
1.205037464114330348e+01,-7.962604901470007235e+01,8.000000034369935520e+01
1.184221726283006149e+01,-7.963250861940251468e+01,8.000000033776230168e+01
1.163765558138328871e+01,-7.963885664131858277e+01,8.000000033192783633e+01
1.143662748496664960e+01,-7.964509500792198082e+01,8.000000032619414014e+01
1.123907193466128795e+01,-7.965122561339136098e+01,8.000000032055946519e+01
1.104492894593181695e+01,-7.965725031918540822e+01,8.000000031502214881e+01
1.085413957041255095e+01,-7.966317095460821918e+01,8.000000030958049990e+01
1.066664587800852004e+01,-7.966898931736447764e+01,8.000000030423284159e+01
1.048239093930577859e+01,-7.967470717410549241e+01,8.000000029897753961e+01
1.030131880828559865e+01,-7.968032626096562865e+01,8.000000029381303079e+01
1.012337450533722816e+01,-7.968584828408917531e+01,8.000000028873773772e+01
9.948504000564209804e+00,-7.969127492014889924e+01,8.000000028375011141e+01
9.776654197379070155e+00,-7.969660781685450957e+01,8.000000027884865972e+01
9.607772916381319916e+00,-7.970184859345350503e+01,8.000000027403181946e+01
9.441808879514024255e+00,-7.970699884122252854e+01,8.000000026929818375e+01
9.278711694494088391e+00,-7.971206012395067830e+01,8.000000026464633152e+01
9.118431839511375259e+00,-7.971703397841412198e+01,8.000000026007482745e+01
8.960920648192287175e+00,-7.972192191484300849e+01,8.000000025558230732e+01
8.806130294822942517e+00,-7.972672541737983920e+01,8.000000025116739266e+01
8.654013779827694819e+00,-7.973144594453005141e+01,8.000000024682876187e+01
8.504524915498498316e+00,-7.973608492960499916e+01,8.000000024256503650e+01
8.357618311970695046e+00,-7.974064378115720331e+01,8.000000023837500862e+01
8.213249363441216033e+00,-7.974512388340777136e+01,8.000000023425732820e+01
8.071374234624679289e+00,-7.974952659666701038e+01,8.000000023021080153e+01
7.931949847443514834e+00,-7.975385325774723810e+01,8.000000022623413543e+01
7.794933867948043549e+00,-7.975810518036878705e+01,8.000000022232617880e+01
7.660284693462454442e+00,-7.976228365555884636e+01,8.000000021848575216e+01
7.527961439952840728e+00,-7.976638995204365301e+01,8.000000021471161915e+01
7.397923929613365424e+00,-7.977042531663322222e+01,8.000000021100268555e+01
7.270132678666980652e+00,-7.977439097460050732e+01,8.000000020735782869e+01
7.144548885376790004e+00,-7.977828813005315567e+01,8.000000020377595433e+01
7.021134418264569632e+00,-7.978211796629909713e+01,8.000000020025592562e+01
6.899851804532731059e+00,-7.978588164620580869e+01,8.000000019679670515e+01
6.780664218686330180e+00,-7.978958031255361050e+01,8.000000019339722712e+01
6.663535471351589301e+00,-7.979321508838236809e+01,8.000000019005646834e+01
6.548429998287589981e+00,-7.979678707733278031e+01,8.000000018677343405e+01
6.435312849587775830e+00,-7.980029736398120122e+01,8.000000018354712950e+01
6.324149679067947893e+00,-7.980374701416914718e+01,8.000000018037654570e+01
6.214906733837682218e+00,-7.980713707532680701e+01,8.000000017726071633e+01
6.107550844051742089e+00,-7.981046857679123718e+01,8.000000017419873188e+01
6.002049412838611708e+00,-7.981374253011868802e+01,8.000000017118962603e+01
5.898370406402963617e+00,-7.981695992939189921e+01,8.000000016823251769e+01
5.796482344299195510e+00,-7.982012175152183886e+01,8.000000016532646896e+01
5.696354289872789245e+00,-7.982322895654445460e+01,8.000000016247062717e+01
5.597955840866994492e+00,-7.982628248791202452e+01,8.000000015966411127e+01
5.501257120191657357e+00,-7.982928327277984693e+01,8.000000015690608279e+01
5.406228766851469025e+00,-7.983223222228738791e+01,8.000000015419568911e+01
5.312841927031069389e+00,-7.983513023183520829e+01,8.000000015153212019e+01
5.221068245333947644e+00,-7.983797818135697355e+01,8.000000014891455180e+01
5.130879856172905207e+00,-7.984077693558609212e+01,8.000000014634221657e+01
5.042249375309018511e+00,-7.984352734431895726e+01,8.000000014381431868e+01
4.955149891536932749e+00,-7.984623024267243352e+01,8.000000014133007653e+01
4.869554958513682585e+00,-7.984888645133764840e+01,8.000000013888872274e+01
4.785438586728661292e+00,-7.985149677682929337e+01,8.000000013648957520e+01
4.702775235612380200e+00,-7.985406201173019269e+01,8.000000013413183808e+01
4.621539805781464061e+00,-7.985658293493227688e+01,8.000000013181487191e+01
4.541707631417612134e+00,-7.985906031187295184e+01,8.000000012953789508e+01
4.463254472778277027e+00,-7.986149489476746055e+01,8.000000012730026810e+01
4.386156508836611678e+00,-7.986388742283727993e+01,8.000000012510130887e+01
4.310390330048629259e+00,-7.986623862253475181e+01,8.000000012294030682e+01
4.235932931245253386e+00,-7.986854920776340805e+01,8.000000012081666512e+01
4.162761704647205185e+00,-7.987081988009497024e+01,8.000000011872965899e+01
4.090854433000478352e+00,-7.987305132898217153e+01,8.000000011667873423e+01
4.020189282830431310e+00,-7.987524423196812506e+01,8.000000011466323713e+01
3.950744797812447029e+00,-7.987739925489228199e+01,8.000000011268252820e+01
3.882499892257056384e+00,-7.987951705209231079e+01,8.000000011073608164e+01
3.815433844707588840e+00,-7.988159826660297824e+01,8.000000010882322954e+01
3.749526291648446641e+00,-7.988364353035112231e+01,8.000000010694344610e+01
3.684757221322084053e+00,-7.988565346434796766e+01,8.000000010509612025e+01
3.621106967652720332e+00,-7.988762867887729158e+01,8.000000010328071198e+01
3.558556204275066026e+00,-7.988956977368083301e+01,8.000000010149665286e+01
3.497085938666224525e+00,-7.989147733814047569e+01,8.000000009974343129e+01
3.436677506378838398e+00,-7.989335195145729074e+01,8.000000009802047884e+01
3.377312565374027020e+00,-7.989519418282702645e+01,8.000000009632731235e+01
3.318973090452081998e+00,-7.989700459161342394e+01,8.000000009466334916e+01
3.261641367779395839e+00,-7.989878372751755364e+01,8.000000009302813453e+01
3.205299989509939884e+00,-7.990053213074526184e+01,8.000000009142115687e+01
3.149931848499690545e+00,-7.990225033217068074e+01,8.000000008984197564e+01
3.095520133112300787e+00,-7.990393885349779168e+01,8.000000008829006504e+01
3.042048322114538461e+00,-7.990559820741864883e+01,8.000000008676492769e+01
2.989500179659839496e+00,-7.990722889776911586e+01,8.000000008526615147e+01
2.937859750358600586e+00,-7.990883141968181747e+01,8.000000008379328165e+01
2.887111354433558486e+00,-7.991040625973650435e+01,8.000000008234584925e+01
2.837239582958905881e+00,-7.991195389610777511e+01,8.000000008092339954e+01
2.788229293181570423e+00,-7.991347479871021164e+01,8.000000007952553460e+01
2.740065603923453441e+00,-7.991496942934124093e+01,8.000000007815184233e+01
2.692733891062905283e+00,-7.991643824182116873e+01,8.000000007680185377e+01
2.646219783094417632e+00,-7.991788168213098231e+01,8.000000007547518521e+01
2.600509156764902574e+00,-7.991930018854790774e+01,8.000000007417141035e+01
2.555588132785413080e+00,-7.992069419177835243e+01,8.000000007289018811e+01
2.511443071616959344e+00,-7.992206411508878716e+01,8.000000007163109217e+01
2.468060569328994980e+00,-7.992341037443414109e+01,8.000000007039372463e+01
2.425427453529628075e+00,-7.992473337858420734e+01,8.000000006917773021e+01
2.383530779366012986e+00,-7.992603352924763271e+01,8.000000006798276786e+01
2.342357825593793130e+00,-7.992731122119408838e+01,8.000000006680845388e+01
2.301896090714559584e+00,-7.992856684237402476e+01,8.000000006565439037e+01
2.262133289179999451e+00,-7.992980077403630901e+01,8.000000006452027890e+01
2.223057347661511862e+00,-7.993101339084434187e+01,8.000000006340576419e+01
2.184656401384402979e+00,-7.993220506098940348e+01,8.000000006231049099e+01
2.146918790525309095e+00,-7.993337614630284804e+01,8.000000006123413243e+01
2.109833056671883700e+00,-7.993452700236569797e+01,8.000000006017636167e+01
2.073387939343652508e+00,-7.993565797861668898e+01,8.000000005913685186e+01
2.037572372572916013e+00,-7.993676941845833994e+01,8.000000005811530457e+01
2.002375481544786950e+00,-7.993786165936133159e+01,8.000000005711142137e+01
1.967786579295241145e+00,-7.993893503296693837e+01,8.000000005612488962e+01
1.933795163466135003e+00,-7.993998986518745653e+01,8.000000005515541091e+01
1.900390913116358105e+00,-7.994102647630566594e+01,8.000000005420267257e+01
1.867563685588070399e+00,-7.994204518107166280e+01,8.000000005326636199e+01
1.835303513427059663e+00,-7.994304628879864083e+01,8.000000005234623757e+01
1.803600601356227351e+00,-7.994403010345659766e+01,8.000000005144200088e+01
1.772445323301490738e+00,-7.994499692376490430e+01,8.000000005055338193e+01
1.741828219468878558e+00,-7.994594704328287094e+01,8.000000004968012490e+01
1.711739993472311205e+00,-7.994688075049883480e+01,8.000000004882193139e+01
1.682171509510872243e+00,-7.994779832891781268e+01,8.000000004797860242e+01
1.653113789594854666e+00,-7.994870005714760453e+01,8.000000004714982538e+01
1.624558010819746823e+00,-7.994958620898331958e+01,8.000000004633534445e+01
1.596495502687339751e+00,-7.995045705349053833e+01,8.000000004553497490e+01
1.568917744473041553e+00,-7.995131285508705332e+01,8.000000004474837567e+01
1.541816362638662730e+00,-7.995215387362316051e+01,8.000000004397537623e+01
1.515183128289956382e+00,-7.995298036446041579e+01,8.000000004321576341e+01
1.489009954678101266e+00,-7.995379257854941102e+01,8.000000004246926721e+01
1.463288894744212643e+00,-7.995459076250561736e+01,8.000000004173566026e+01
1.438012138706370013e+00,-7.995537515868475964e+01,8.000000004101471518e+01
1.413172011688321517e+00,-7.995614600525594540e+01,8.000000004030623302e+01
1.388760971389131127e+00,-7.995690353627419711e+01,8.000000003960997219e+01
1.364771605793076770e+00,-7.995764798175147803e+01,8.000000003892577638e+01
1.341196630919064381e+00,-7.995837956772660959e+01,8.000000003825337558e+01
1.318028888609074079e+00,-7.995909851633379617e+01,8.000000003759258504e+01
1.295261344354568855e+00,-7.995980504587004134e+01,8.000000003694319162e+01
1.272887085160713694e+00,-7.996049937086161208e+01,8.000000003630505319e+01
1.250899317447260684e+00,-7.996118170212899656e+01,8.000000003567789975e+01
1.229291364985794610e+00,-7.996185224685095250e+01,8.000000003506157498e+01
1.208056666872674656e+00,-7.996251120862753226e+01,8.000000003445595098e+01
1.187188775536863750e+00,-7.996315878754181483e+01,8.000000003386075775e+01
1.166681354782233226e+00,-7.996379518022048671e+01,8.000000003327583897e+01
1.146528177863682441e+00,-7.996442057989398222e+01,8.000000003270105253e+01
1.126723125596516661e+00,-7.996503517645463432e+01,8.000000003213618527e+01
1.107260184498417344e+00,-7.996563915651478283e+01,8.000000003158108086e+01
1.088133444963599983e+00,-7.996623270346310619e+01,8.000000003103555457e+01
1.069337099468370855e+00,-7.996681599752058389e+01,8.000000003049945008e+01
1.050865440807827289e+00,-7.996738921579488135e+01,8.000000002997259685e+01
1.032712860362990259e+00,-7.996795253233437961e+01,8.000000002945485278e+01
1.014873846397730928e+00,-7.996850611818112498e+01,8.000000002894606155e+01
9.973429823853672271e-01,-7.996905014142240020e+01,8.000000002844602420e+01
9.801149453638585696e-01,-7.996958476724199727e+01,8.000000002795464127e+01
9.631845043197280187e-01,-7.997011015797041011e+01,8.000000002747175643e+01
9.465465185996423392e-01,-7.997062647313391892e+01,8.000000002699722756e+01
9.301959363495739819e-01,-7.997113386950333336e+01,8.000000002653086995e+01
9.141277929809337177e-01,-7.997163250114122945e+01,8.000000002607256988e+01
8.983372096630646286e-01,-7.997212251944905859e+01,8.000000002562219947e+01
8.828193918419173780e-01,-7.997260407321289222e+01,8.000000002517961661e+01
8.675696277842467330e-01,-7.997307730864869768e+01,8.000000002474467919e+01
8.525832871469983809e-01,-7.997354236944674710e+01,8.000000002431725932e+01
8.378558195713509127e-01,-7.997399939681518788e+01,8.000000002389722908e+01
8.233827533010829036e-01,-7.997444852952295946e+01,8.000000002348441797e+01
8.091596938247810344e-01,-7.997488990394185748e+01,8.000000002307872649e+01
7.951823225415600715e-01,-7.997532365408815735e+01,8.000000002268006938e+01
7.814463954497320453e-01,-7.997574991166297309e+01,8.000000002228827611e+01
7.679477418582495440e-01,-7.997616880609253087e+01,8.000000002190324722e+01
7.546822631202594334e-01,-7.997658046456720626e+01,8.000000002152488321e+01
7.416459313887175941e-01,-7.997698501208058985e+01,8.000000002115304198e+01
7.288347883932996263e-01,-7.997738257146679075e+01,8.000000002078765249e+01
7.162449442386100706e-01,-7.997777326343830850e+01,8.000000002042858682e+01
7.038725762230505500e-01,-7.997815720662249817e+01,8.000000002007571709e+01
6.917139276780964741e-01,-7.997853451759732479e+01,8.000000001972891539e+01
6.797653068276984234e-01,-7.997890531092728850e+01,8.000000001938811067e+01
6.680230856672770834e-01,-7.997926969919761575e+01,8.000000001905321767e+01
6.564836988621822744e-01,-7.997962779304900494e+01,8.000000001872410849e+01
6.451436426651090406e-01,-7.997997970121073763e+01,8.000000001840066943e+01
6.339994738522394258e-01,-7.998032553053407412e+01,8.000000001808281525e+01
6.230478086778331592e-01,-7.998066538602445519e+01,8.000000001777046066e+01
6.122853218466789427e-01,-7.998099937087340550e+01,8.000000001746349199e+01
6.017087455045357913e-01,-7.998132758649009588e+01,8.000000001716182396e+01
5.913148682458506666e-01,-7.998165013253185407e+01,8.000000001686539974e+01
5.811005341387024403e-01,-7.998196710693450484e+01,8.000000001657406301e+01
5.710626417664876886e-01,-7.998227860594218441e+01,8.000000001628775692e+01
5.611981432863241137e-01,-7.998258472413652953e+01,8.000000001600639621e+01
5.515040435035092337e-01,-7.998288555446532655e+01,8.000000001572990982e+01
5.419773989621611276e-01,-7.998318118827081946e+01,8.000000001545821249e+01
5.326153170514832391e-01,-7.998347171531744948e+01,8.000000001519120474e+01
5.234149551273964418e-01,-7.998375722381896935e+01,8.000000001492877288e+01
5.143735196495147211e-01,-7.998403780046542977e+01,8.000000001467091693e+01
5.054882653328788278e-01,-7.998431353044938419e+01,8.000000001441749475e+01
4.967564943143958356e-01,-7.998458449749175259e+01,8.000000001416843531e+01
4.881755553336563080e-01,-7.998485078386724467e+01,8.000000001392371018e+01
4.797428429279734785e-01,-7.998511247042945627e+01,8.000000001368321989e+01
4.714557966412650236e-01,-7.998536963663518407e+01,8.000000001344683653e+01
4.633119002465473368e-01,-7.998562236056879726e+01,8.000000001321457432e+01
4.553086809820426906e-01,-7.998587071896582756e+01,8.000000001298629115e+01
4.474437088002374829e-01,-7.998611478723624657e+01,8.000000001276197281e+01
4.397145956301461989e-01,-7.998635463948745894e+01,8.000000001254151982e+01
4.321189946521450387e-01,-7.998659034854667027e+01,8.000000001232488955e+01
4.246545995854003608e-01,-7.998682198598312709e+01,8.000000001211196832e+01
4.173191439876632880e-01,-7.998704962212970315e+01,8.000000001190277032e+01
